ETC_20150317_000001	Kepa
ETC_20150717_013569	You couldn't protect Amanda
ETC_20150717_013570	You've sacrificed the item as an offering
ETC_20150717_013571	The item is not in the inventory
ETC_20150717_013572	You've received the blessing from the suspicious crystal
ETC_20150717_013573	Put the Big Griba Bamboo Hat.
ETC_20150717_013574	Put the Big Siaulioveja Sinew.
ETC_20150717_013575	Put the Siaulioveja Mask.
ETC_20150717_013576	Put the Zolem Core.
ETC_20150717_013577	Put the Hook.
ETC_20150717_013578	Put the Gravegolem Core.
ETC_20150717_013579	Just go.
ETC_20150717_013580	Put the wing of Dandell
ETC_20150717_013581	Put the shells Kepos
ETC_20150717_013582	Put the stems of Ashrongs
ETC_20150717_013583	Put the shells of old Kepas
ETC_20150717_013584	Put the leaves of Krumabos
ETC_20150717_013585	Put the bells of Ellums
ETC_20150717_013586	The monstruos nearby are rushing in!
ETC_20150717_013587	You've obtained the blessing from the suspicious tombstone
ETC_20150717_013588	Suspicious Cristal Pole
ETC_20150717_013589	You've received the blessing from the suspicious stone pole
ETC_20150717_013590	All Equipment
ETC_20150717_013591	This game is rated ESRB Teen.
ETC_20150717_013592	There is no empty slot
ETC_20150717_013593	When you are mounted on a companion, card duels are not possible.
ETC_20150717_013594	Mouse Mode may not be feasible{nl}for Espadachín and Clérigo-type classes.
ETC_20150717_013595	Item distribution has been changed to {Change}.
ETC_20150717_013596	EXP distribution has been changed to {Change}.
ETC_20150717_013597	Quest Sharing has been changed to {Change}.
ETC_20150717_013598	You've sent an invitation message.
ETC_20150717_013599	There is an instant shop registered {nl}Register instant shop through the Mercader de Objetos.
ETC_20150717_013600	You have lit the bonfire!
ETC_20150717_013601	It is already on fire!
ETC_20150717_013602	[Mercader de Objetos]{nl}     Anna
ETC_20150717_013603	[Mercader de Objetos]{nl}           Mirina
ETC_20150717_013604	Spell Control Círculo Mágico
ETC_20150717_013605	The guard that fell behind
ETC_20150717_013606	The corpse of the Royal Army Guard
ETC_20150717_013607	There is no regeneration of monstruos
ETC_20150717_013608	Inner Enceinte District
ETC_20150717_013609	Petrified Monster
ETC_20150717_013610	Suspicious Crystal
ETC_20150717_013611	Suspicious Sculpture
ETC_20150717_013612	This game is rated ESRB Teen.
ETC_20150717_013613	{How} Plata obtained.
ETC_20150717_013614	{@st59}Increase in Max PM, PM Recovery and Block Penetration{/}
ETC_20150717_013615	{@st59}Increases Magic Attack{/}
ETC_20150729_013616	Colimen
ETC_20150729_013617	Mine Trap
ETC_20150729_013618	Basic Trap
ETC_20150729_013619	Wendigo SeArquero
ETC_20150729_013620	Earth Colimen
ETC_20150729_013621	Giant Bat
ETC_20150729_013622	Blue Gravegolem
ETC_20150729_013623	Liga de Batalla en Equipo Tournament
ETC_20150729_013624	Batallas por Equipo
ETC_20150729_013625	This way!
ETC_20150729_013626	Let's go!!
ETC_20150729_013627	Something is wrong with the holy relics!
ETC_20150729_013628	Derrota Abominación!
ETC_20150729_013629	Diosa Zemyna, the Diosa of Earth..
ETC_20150729_013630	The delegates were sieged by the Werewolf{nl}Derrota the Werewolf!
ETC_20150729_013631	Special Scent
ETC_20150729_013632	The Jewel of Prominence is unstable.
ETC_20150729_013633	Barrier Effect : FUE
ETC_20150729_013634	Receiving increased FUE from the activated barrier.
ETC_20150729_013635	Barrier Effect : CON
ETC_20150729_013636	Receiving increased CON from the activated barrier.
ETC_20150729_013637	Barrier Effect : INT
ETC_20150729_013638	Receiving increased INT from the activated barrier.
ETC_20150729_013639	Barrier Effect : DES
ETC_20150729_013640	Receiving increased DES from the activated barrier.
ETC_20150729_013641	Using Spirits
ETC_20150729_013642	You feel exhausted and keep losing Resistencia.
ETC_20150729_013643	Santuario's Blessing - Increased Attack
ETC_20150729_013644	Increases your attack due to the santuario's blessing.
ETC_20150729_013645	A strong protective shield is blocking all attacks.
ETC_20150729_013646	Divine Power bestowed on Unknown Ruins
ETC_20150729_013647	Imposes divine punishment on all evil beings beings near the ruins.
ETC_20150729_013648	Divine Dower bestowed on Unknown Pillars
ETC_20150729_013649	Slightly increases your attack and defense due to the divine blessing.
ETC_20150729_013650	Divine power bestowed on Unknown Crystal
ETC_20150729_013651	Imposes divine punishment on all surrounding evil beings.
ETC_20150729_013652	Divine power bestowed on Unknown Stone Pillar
ETC_20150729_013653	Slightly increases your defense and recovery rate due to the divine blessing.
ETC_20150729_013654	Divine Power bestowed on Unknown Tombstone
ETC_20150729_013655	All injuries are healing due to the energy of purification.
ETC_20150729_013656	Your morale and bravery is boosting due to the divine blessing.
ETC_20150729_013657	You are feeling sturdy due to the divine blessing.
ETC_20150729_013658	Corpse
ETC_20150729_013659	Fallen corpse.
ETC_20150729_013660	Hanging on companion
ETC_20150729_013661	EXP Jackpot
ETC_20150729_013662	Increased evasion.
ETC_20150729_013663	Explosion
ETC_20150729_013664	Explodes upon death.
ETC_20150729_013665	Resistance
ETC_20150729_013666	Damage Weapon
ETC_20150729_013667	Potential decrease when using physical attack
ETC_20150729_013668	Arrow Resistance
ETC_20150729_013669	Increased resistance against arrow attacks.
ETC_20150729_013670	Property Resistance
ETC_20150729_013671	Magic resistance increase based on property
ETC_20150729_013672	Level Up
ETC_20150729_013673	Mutant type monstruos level up instead of sleeping when casted with sleep type debuff.
ETC_20150729_013674	Quick Recovery
ETC_20150729_013675	Increase recovery
ETC_20150729_013676	 are used to move your character around.
ETC_20150729_013677	 are used for character movement. {nl} {img arrowkey_up 40 40} {img arrowkey_down 40 40} {img arrowkey_left 40 40} {img arrowkey_right 40 40}
ETC_20150729_013678	Controller : Press {img move_all 40 40} or {img stic_L 40 40} to move.
ETC_20150729_013679	Mouse : {img mouseclick_left 40 40} on the area where you want to move the character.
ETC_20150729_013680	When using the mouse, you can also move using the {img W 40 40}, {img A 40 40}, {img S 40 40}, {img D 40 40} keys
ETC_20150729_013681	For Espadachín types, double tap a directional key to 'Dash'.
ETC_20150729_013682	To view this help list again, press {img F10 40 40}
ETC_20150729_013683	Use Jump to cross over obstacles or up higher places.
ETC_20150729_013684	Press {img X 40 40} to jump.
ETC_20150729_013685	Controller : Press {img a_on_button 40 40} to jump.
ETC_20150729_013686	Mouse : Press {img space 40 40} to jump.
ETC_20150729_013687	Press {img Z 40 40} for a basic attack.
ETC_20150729_013688	Mouse : Press {img Z 40 40} or {img mouseclick_left 40 40} on an enemy to attack.{nl}{nl}Controller : Press {img x_on_button 40 40} to attack.
ETC_20150729_013689	Press {img ctrl 40 40} to lock a target.
ETC_20150729_013690	Press {img Alt 40 40} to immediately stop movement of your character.
ETC_20150729_013691	Press {img space 40 40} to face your target.
ETC_20150729_013692	Use the map to check your current location and other important areas.
ETC_20150729_013693	Press {img M 40 40} to view the map of your current area.
ETC_20150729_013694	{nl} {nl}The minimap icon displays information and PNJ locations of the current map you are in.{nl} {nl}{img minimap_leader 25 25} indicates your current location. {nl}{img minimap_1_MAIN 25 25} indicates a targeted quest in progress. {nl}{img minimap_0 25 25} indicates the location of important PNJs. {nl}{img minimap_goddess 25 25} indicates the Estatua de Diosa for Warping. {nl}{img minimap_board 25 25} indicates the Tablón de Anuncios containing various information. {nl}{img minimap_portal 25 25} indicates the path to move to other areas.{nl} {nl}
ETC_20150729_013695	Press {img N 40 40} to open the World Map.
ETC_20150729_013696	Only the areas you have already discovered will be activated. Undiscovered areas are not shown on the World Map.
ETC_20150729_013697	Hover your mouse over the discovered {nl} area to see the map in detail.
ETC_20150729_013698	Use Status Points obtained through leveling up to upgrade your character's abilities.
ETC_20150729_013699	Press {img F1 40 40} to open the Character Información window to view info about your character.
ETC_20150729_013700	Use FUE/CON/INT/SPR/DES to make your character stronger. {nl} {nl} FUE : Increase in Physical Attack and Critical Attack {nl} {nl} CON : Increase in max PS, Recuperación de PS, Block, Critical Resistance and Max Inventory Weight {nl} {nl} INT : Increase in Magic Attack{nl}{nl} SPR : Increase in Max PM and PM Recovery, Defensa Mágica and Block Penetration {nl} {nl} DES : Increase in Accuracy, Evasión and Critical Chance {nl}
ETC_20150729_013701	You can preview the effects on the screen below.
ETC_20150729_013702	You can manage the skills of your character through the Skill window.
ETC_20150729_013703	Press {img F3 40 40} to open the Skill window.
ETC_20150729_013704	Click the {img skillup 40 40} button to increase a skill level.
ETC_20150729_013705	Make your character even stronger by learning attributes from the Master PNJs of each class.
ETC_20150729_013706	You can learn attributes from a Master PNJ.
ETC_20150729_013707	Plata is required to learn attributes. {nl}Also, some attributes require time to learn.
ETC_20150729_013708	You can use an attribute after you've learned it, {nl}and you cannot learn another attribute while you are studying one.
ETC_20150729_013709	Some attributes can be disabled if needed.
ETC_20150729_013710	You can advance your class when you reach Class Lv 15.
ETC_20150729_013711	After selecting a class to advance to, you will receive an Ascenso quest from the Class Master.
ETC_20150729_013712	Once you begin the Ascenso quest, you cannot change your class until the next Ascenso.
ETC_20150729_013713	Complete the quest to advance.
ETC_20150729_013714	You can check your items, equipment, funds, and weight in the inventory that the character has.
ETC_20150729_013715	Press {img F2 40 40} to open the Inventory window.
ETC_20150729_013716	The upper part of the Inventory window displays equipped items on the character.
ETC_20150729_013717	Items in the inventory are sorted by item types. {nl}Click Sort to sort the inventory by name.
ETC_20150729_013718	{nl}{nl}Use the search function to find specific items{nl} in your inventory.
ETC_20150729_013719	{nl}{nl}The lower part displays the total carry weight of your items, funds, and TP.
ETC_20150729_013720	Available quests can be found in the Quest window.
ETC_20150729_013721	Press {img F5 40 40} to view available quests {nl}or quests that are in progress.
ETC_20150729_013722	{nl}{nl}You can restart abandoned quests by pressing the
ETC_20150729_013723	 button appears on quests that cannot be abandoned.
ETC_20150729_013724	{nl}{nl}Track quests by marking the checkbox in front of the quest title.
ETC_20150729_013725	Check your character's game progress and rankings{nl} in your Diario de Aventuras.
ETC_20150729_013726	Your character's progress is recorded in the Diario de Aventuras. Press {img F4 40 40} to view.
ETC_20150729_013727	You can earn Adventure Index through Items, Monsters, Crafting, Map, and Game Progression.
ETC_20150729_013728	You can receive rewards from
ETC_20150729_013729	Press {img F1 40 40} to open Character Información window and choose the Achievement tab to view character's achievements.
ETC_20150729_013730	Revive your character's death by using Resurrection.
ETC_20150729_013731	A character will die when its PS reaches 0 and becomes
ETC_20150729_013732	. {nl}{nl}The durability of equipped items will decrease drastically when a character becomes incapaz de combatir.
ETC_20150729_013733	{nl}{nl}Gems in your inventory will be dropped when you die inside a dungeon.
ETC_20150729_013734	A party can be created to play with other players.
ETC_20150729_013735	Press {img F6 40 40} to open the Party window.{nl}{nl}Click on the 'Create' button to make a party.
ETC_20150729_013736	You can set up your own play style and preferences through the party settings.{nl}{nl}This information will be used when you use the Search Party Member function.
ETC_20150729_013737	When you find players that match your set up criteria, {nl}{img mouseclick_right 40 40} to invite the player to your party.
ETC_20150729_013738	You can enjoy Party Events with other party members.
ETC_20150729_013739	You can join each other's content and features when certain conditions are met.
ETC_20150729_013740	You can freely set up a party name, description, Item and EXP Priority and other various options.
ETC_20150729_013741	You can check the list of Public Parties on the right side of the screen.
ETC_20150729_013742	View information of monstruos nearby or when you face the monstruo.
